coin,epoch,gamma,theta,curr_power,cumsum_realized,simple_fixed,baseline_fixed,baseline_fixed_walk,simple_moving,baseline_moving,simple_fixed_pct,baseline_fixed_pct,baseline_fixed_walk_pct,simple_moving_pct,baseline_moving_pct,date
FIL,710001,0.7,151405.3096477398,7.645899083208146e+17,4.676175866297723e+23,24770140.114393618,57796993.600251764,12706108.616991779,24770140.114393618,57796993.600251764,7.529370229869469,7.5293702298694685,1.7204037885662167,5.929773554428748,8.471215325669522,2021-06-01
FIL,730001,0.7,156204.2792965343,7.734117107641491e+17,4.8304928164130137e+23,25440284.95590127,59360664.89710295,13105397.112961676,25440284.95590127,59360664.89710295,7.733073906798461,7.733073906798461,1.7744673466471603,6.090200872984761,8.700400192027997,2021-06-01
FIL,750001,0.7,161038.89152940334,7.791020597379514e+17,4.986127930834432e+23,26108958.466560904,60920903.088642105,13507438.298945846,26108958.466560904,60920903.088642105,7.936330343839662,7.936330343839662,1.8289036182371776,6.250275966696181,8.929081873488395,2021-06-01
FIL,770001,0.7,165886.61067591116,7.798226144306218e+17,5.1421835962375785e+23,26776163.87674046,62477715.712394394,13910355.019742852,26776163.87674046,62477715.712394394,8.139140522926805,8.139140522926803,1.8834584370122087,6.409999608887268,9.157261474814037,2021-07-01
FIL,790001,0.7,170728.5191464445,7.860034543289684e+17,5.2990968262246566e+23,27441904.409715597,64031110.289336376,14312574.575467952,27441904.409715597,64031110.289336376,8.341505423837788,8.341505423837786,1.9379188598185666,6.569372571184454,9.384940098342746,2021-07-01
FIL,810001,0.7,175600.78251967093,7.957863674073933e+17,5.457854621889423e+23,28106183.281685043,65581094.32393175,14717099.740682196,28106183.281685043,65581094.32393175,8.543426024199336,8.543426024199336,1.9926914615476496,6.728395623520007,9.612118843992072,2021-07-01
FIL,830001,0.7,180514.30062459243,8.042576684821672e+17,5.618331402235729e+23,28769003.70178637,67127675.30416818,15124830.823438201,28769003.70178637,67127675.30416818,8.744903299491796,8.744903299491796,2.047898143674668,6.887069534135809,9.838798809264707,2021-07-01
FIL,850001,0.7,185469.0922477581,8.129273057007279e+17,5.780693478388315e+23,29430368.872111153,68670860.70159268,15535763.954585496,29430368.872111153,68670860.70159268,8.945938223053748,8.945938223053748,2.103538382317659,7.0453950695869905,10.06498108925366,2021-08-01
FIL,870001,0.7,190445.0036652201,8.173524847740284e+17,5.9438513550319526e+23,30090281.98772086,70210657.97134866,15948223.555032982,30090281.98772086,70210657.97134866,9.146531766086833,9.146531766086833,2.159385304505261,7.203372994745728,10.290666776647686,2021-08-01
FIL,890001,0.7,195438.7734403471,8.290600825177929e+17,6.108859091079937e+23,30748746.236661877,71747074.55221103,16361936.753776178,30748746.236661877,71747074.55221103,9.346684897660316,9.346684897660316,2.215401963574728,7.361004072804846,10.51585696173644,2021-08-01
FIL,910001,0.7,200486.0396495795,8.355669520534163e+17,6.275650976466465e+23,31405764.799981218,73280117.86662282,16779851.265903424,31405764.799981218,73280117.86662282,9.546398584715872,9.546398584715869,2.2719874793792307,7.51828906528157,10.740552732415829,2021-08-01
FIL,930001,0.7,205543.1882579694,8.37634768807146e+17,6.442879740680616e+23,32061340.851741705,74809795.32073064,17198351.615485903,32061340.851741705,74809795.32073064,9.745673792072187,9.745673792072187,2.328652317422182,7.67522873202117,10.96475517419323,2021-08-01
FIL,950001,0.7,210617.31642560093,8.490498657709422e+17,6.612164713986755e+23,32715477.55903746,76336114.30442072,17618023.397849925,32715477.55903746,76336114.30442072,9.944511482429679,9.944511482429679,2.3854757671578364,7.831823831200664,11.188465370192757,2021-09-01
FIL,970001,0.7,215741.5789808661,8.561616227199295e+17,6.78325258113916e+23,33368178.082009066,77859082.19135448,18041604.26598207,33368178.082009066,77859082.19135448,10.1429126163751,10.142912616375101,2.442828506085645,7.988075119332453,11.41168440116048,2021-09-01
FIL,990001,0.7,220884.13907093598,8.664543055698761e+17,6.955846664940503e+23,34019445.57385886,79378706.33900398,18466457.892703164,34019445.57385886,79378706.33900398,10.340878152386184,10.340878152386182,2.500353576194019,8.143983351267964,11.634413345469614,2021-09-01
FIL,1010001,0.7,226071.56380881535,8.712813458685512e+17,7.129981354460562e+23,34669283.18086623,80894994.08868784,18894774.83059059,34669283.18086623,80894994.08868784,10.5384090468363,10.538409046836298,2.558347577729878,8.299549280201342,11.856653279125798,2021-09-01
FIL,1030001,0.7,231273.14213092587,8.82350542595748e+17,7.305811494891366e+23,35317694.042402744,82407952.76560639,19324015.29822952,35317694.042402744,82407952.76560639,10.735506253999054,10.735506253999054,2.616466624952912,8.454773657673046,12.078405275772235,2021-10-01
FIL,1050001,0.7,236521.85806569734,8.904015991825888e+17,7.483531688237803e+23,35964681.290947445,83917589.67887735,19756896.972292066,35964681.290947445,83917589.67887735,10.932170726052926,10.932170726052924,2.6750786905748103,8.609657233573516,12.29967040669492,2021-10-01
FIL,1070001,0.706,241805.9702506185,9.022216752036224e+17,7.663441437403033e+23,36610248.05210174,85423912.1215707,20192445.756257333,35878043.0910597,86156117.08261274,11.128403413085804,11.128403413085804,2.734051882181027,8.588916741023814,12.627767881463434,2021-10-01
