coin,epoch,gamma,theta,curr_power,cumsum_realized,simple_fixed,baseline_fixed,baseline_fixed_walk,simple_moving,baseline_moving,simple_fixed_pct,baseline_fixed_pct,baseline_fixed_walk_pct,simple_moving_pct,baseline_moving_pct,date
FIL,7950001,0.742,3228261.82610355,1.3597490089214802e+19,3.2572906833838437e+25,192254839.29707974,448594625.02651936,229976986.20889348,229976986.20889348,475510302.5281105,58.439631623666656,58.439631623666656,31.13882387466111,55.05465228096493,69.6948043725294,2028-05-01
FIL,7970001,0.742,3239443.869853926,1.3735084822522354e+19,3.2846756637992583e+25,192557264.52153945,449300283.88359195,230640202.96928906,230640202.96928906,476258300.9166075,58.531559706079285,58.531559706079285,31.228623250820963,55.21342107227921,69.80443733122684,2028-05-01
FIL,7990001,0.742,3250634.7752331444,1.3821780536391209e+19,3.312233223913148e+25,192859025.75885123,450004393.43731946,231303129.8380772,231303129.8380772,477004657.04355866,58.623285956566804,58.623285956566804,31.318383375732868,55.37212046585979,69.91382958620753,2028-05-01
FIL,8010001,0.742,3261817.9418426454,1.387942649052189e+19,3.3399459871038747e+25,193160124.46682656,450706957.0892619,231964784.31927344,231964784.31927344,477749374.5146176,58.714810818259636,58.71481081825962,31.407971219697117,55.53051526002112,70.02298166594652,2028-05-01
FIL,8030001,0.742,3272987.3778728754,1.3956928441750202e+19,3.36784895760094e+25,193460562.10007608,451407978.23351073,232624815.24626148,232624815.24626148,478492456.9275214,58.8061347333152,58.80613473331518,31.497339234845562,55.688521388282155,70.1318940977585,2028-05-01
FIL,8050001,0.742,3284119.8580062427,1.4054095952423264e+19,3.395884197625614e+25,193760340.11001682,452107460.2567058,233281856.67815742,233281856.67815742,479233907.87210816,58.89725814292021,58.897258142920194,31.586302473139234,55.84581185531333,70.24056740780051,2028-06-01
FIL,8070001,0.742,3295253.1214142414,1.4130058911916341e+19,3.424106057566034e+25,194059459.9448791,452805406.5380512,233938140.89858305,233938140.89858305,479973730.93033427,58.98818148729268,58.98818148729268,31.675163185197576,56.00292105197093,70.34900212107426,2028-06-01
FIL,8090001,0.742,3306371.1899635573,1.4179083876227576e+19,3.4524695232914597e+25,194357923.0497138,453501820.44933206,234592728.56698513,234592728.56698513,480711929.676292,59.078905205684194,59.078905205684194,31.76379418455497,56.159624107634734,70.45719876142893,2028-06-01
FIL,8110001,0.742,3317428.964029748,1.4273265318985691e+19,3.4809312376775813e+25,194655730.86639884,454196705.3549306,235242973.50456408,235242973.50456408,481448507.6762264,59.169429736381865,59.169429736381865,31.851837179293017,56.315287548251135,70.56515785156347,2028-06-01
FIL,8130001,0.742,3328490.536932884,1.4360565996784083e+19,3.509603517419908e+25,194952884.83364668,454890064.6118422,235892651.70955506,235892651.70955506,482183468.48855275,59.259755516710555,59.259755516710555,31.939803438586654,56.470815317615894,70.67287991302929,2028-07-01
FIL,8150001,0.742,3339547.423424389,1.4445781665437092e+19,3.5384707253380663e+25,195249386.38701084,455581901.5696919,236541265.87306073,236541265.87306073,482916815.66387343,59.34988298303493,59.34988298303493,32.027625626941045,56.62608836395401,70.78036546623264,2028-07-01
FIL,8170001,0.742,3350605.0827905666,1.4626541946687226e+19,3.5676461213374614e+25,195545236.95889324,456272219.57075083,237189137.62203407,237189137.62203407,483648552.7449959,59.439812570761674,59.439812570761674,32.115347292561644,56.78118368218724,70.88761503043727,2028-07-01
FIL,8190001,0.742,3361688.7750481917,1.4773822556369175e+19,3.5970692308115456e+25,195840437.9785507,456961021.9499515,237837745.0429096,237837745.0429096,484378683.26694864,59.529544714341455,59.52954471434144,32.20316856796568,56.93645511439359,70.99462912376683,2028-07-01
FIL,8210001,0.742,3372810.7050824556,1.4893444339227863e+19,3.626781539245363e+25,196134990.87210217,457648312.034905,238487796.44338828,238487796.44338828,485107210.7569993,59.61907984727111,59.61907984727111,32.29118535783089,57.09207222377515,71.10140826320743,2028-08-01
FIL,8230001,0.742,3383949.919564134,1.5033837328313887e+19,3.6567789375406785e+25,196428897.06253535,458334093.1459157,239138062.17246455,239138062.17246455,485834138.73467064,59.708418402095674,59.70841840209567,32.37923116773224,57.24774064170981,71.20795296461003,2028-08-01
FIL,8250001,0.742,3395100.11190424,1.518958782686078e+19,3.6870415523998923e+25,196722157.9697139,459018368.59599906,239788172.01994532,239788172.01994532,486559470.711759,59.79756081041058,59.79756081041058,32.46725587130627,57.4033717428365,71.31426374269317,2028-08-01
FIL,8270001,0.742,3406304.625447017,1.530365087021175e+19,3.7176329525041827e+25,197014775.01038393,459701141.6908958,240440647.08452618,240440647.08452618,487283210.19234955,59.88650750286361,59.88650750286361,32.55560082465798,57.559569058031634,71.42034111104516,2028-08-01
FIL,8290001,0.742,3417496.187348668,1.5519583407091984e+19,3.74851660368992e+25,197306749.59818125,460382415.7290895,241091566.39306438,241091566.39306438,488005360.6728349,59.97525890915711,59.975258909157105,32.643735129047805,57.7153939376654,71.52618558212677,2028-08-01
FIL,8310001,0.742,3428749.578164384,1.557327366770045e+19,3.7796364800329113e+25,197598083.14363775,461062194.00182134,241745275.03888467,241745275.03888467,488725925.64193064,60.06381545804994,60.06381545804993,32.732247108977184,57.87188656234918,71.63179766727367,2028-09-01
FIL,8330001,0.742,3439986.739914349,1.5782531782312667e+19,3.811097999953162e+25,197888777.05418855,461740479.79310656,242397234.7294637,242397234.7294637,489444908.58069295,60.15217757735962,60.15217757735961,32.82052228082363,58.027960501127694,71.73717787669882,2028-09-01
FIL,8350001,0.742,3451268.70212269,1.5922420168290707e+19,3.842848569032802e+25,198178832.7341787,462417276.3797502,243050984.2107386,243050984.2107386,490162312.9625352,60.24034569396439,60.24034569396438,32.9090397898629,58.184462901492914,71.842326719495,2028-09-01
FIL,8370001,0.742,3462543.99668066,1.5984373453579688e+19,3.874738345752742e+25,198468251.5848698,463092587.0313628,243703537.98609275,243703537.98609275,490878142.2532446,60.32832023380522,60.32832023380521,32.99739540063276,58.34067905941804,71.94724470363725,2028-09-01
FIL,8390001,0.742,3473815.034038537,1.6175444716584565e+19,3.906982603174325e+25,198757035.00444716,463766415.01037663,244355037.7369789,244355037.7369789,491592399.9109992,60.41610162188796,60.41610162188796,33.08560829676491,58.496642892310405,72.05193233598533,2028-10-01
FIL,8410001,0.748,3485136.663222238,1.630778606771835e+19,3.93955272720161e+25,199045184.38802615,464438763.57206094,245008649.92210758,245008649.92210758,496285993.07414514,60.50369028228534,60.50369028228534,33.17410721594184,58.65311242507564,72.73986497502707,2028-10-01
FIL,8430001,0.748,3496471.385226561,1.6451686837709523e+19,3.972415410517512e+25,199332701.12765917,465109635.96453804,245662203.82983023,245662203.82983023,497002868.14496344,60.59108663813897,60.59108663813898,33.26259824437321,58.80956800669568,72.84493623753093,2028-10-01
FIL,8450001,0.748,3507825.5347786653,1.6629101229786978e+19,4.005613774553852e+25,199619586.6123423,465779035.4287986,246316062.22751346,246316062.22751346,497718169.2867734,60.678291111661494,60.678291111661494,33.351130500665725,58.966096480778475,72.94977681171164,2028-10-01
FIL,8470001,0.748,3519197.8575319927,1.6809241760736012e+19,4.03911646255654e+25,199905842.22802198,466446965.19871783,246970149.84556544,246970149.84556544,498431899.9552013,60.76530412413853,60.76530412413852,33.43969379333631,59.12267982838538,73.05438720405498,2028-10-01
FIL,8490001,0.748,3530632.376997686,1.6991190488862026e+19,4.073056085864457e+25,200191469.3576018,467113428.5010708,247626991.07801527,247626991.07801527,499144063.59828705,60.85212609593075,60.85212609593075,33.52862992467726,59.27992236926936,73.15876791993475,2028-11-01
FIL,8510001,0.748,3542075.1197918057,1.713017926453246e+19,4.1072327897661556e+25,200476469.38094908,467778428.5555478,248283478.91238388,248283478.91238388,499854663.6564996,60.93875744647593,60.93875744647592,33.6175182060103,59.437080309477416,73.26291946361513,2028-11-01
FIL,8530001,0.748,3553545.552255411,1.7409193972773644e+19,4.141890616060041e+25,200760843.6749017,468441968.5747705,248940727.31411067,248940727.31411067,500563703.5627548,61.02519859429094,61.02519859429094,33.70650946796503,59.59442032343178,73.36684233825326,2028-11-01
FIL,8550001,0.748,3565119.99415744,1.7585080417399056e+19,4.177021622924995e+25,201044593.61327446,469104051.76430696,249603096.10824007,249603096.10824007,501271186.74243087,61.11144995697377,61.11144995697377,33.79619402971388,59.752986118399775,73.47053704590151,2028-11-01
FIL,8570001,0.748,3576693.517554225,1.7775875247733967e+19,4.212432531549767e+25,201327720.56686598,469764681.32268715,250264570.438426,250264570.438426,501977116.61338574,61.19751195120558,61.19751195120556,33.885757481278375,59.911337785849184,73.57400408750996,2028-12-01
FIL,8590001,0.748,3588291.672078999,1.7786573762573017e+19,4.248008971681987e+25,201610225.90346533,470423860.441419,250926609.05608308,250926609.05608308,502681496.58597344,61.28338499275265,61.283384992752644,33.97539733721911,60.069824539208824,73.67724396292891,2028-12-01
FIL,8610001,0.748,3599833.6195459063,1.792466592010687e+19,4.2838114992530745e+25,201892110.98785836,471081592.30500275,251584602.11184266,251584602.11184266,503384330.0630601,61.36906949646848,61.36906949646846,34.064489425135406,60.22734281738658,73.78025717091113,2028-12-01
FIL,8630001,0.748,3611364.4384475686,1.8015444517778956e+19,4.319804395009563e+25,202173377.18183458,471737880.0909473,252241127.85478356,252241127.85478356,504085620.44004077,61.454565876295675,61.454565876295675,34.15338283927924,60.38450983260384,73.8830442091144,2028-12-01
FIL,8650001,0.748,3622852.6398351756,1.813364022944974e+19,4.355964508847452e+25,202454025.84419364,472392726.9697851,252894400.2734896,252894400.2734896,504785371.104856,61.53987454526808,61.53987454526808,34.24183575417127,60.540898028003255,73.98560557410389,2029-01-01
FIL,8680001,0.748,3640116.922388406,1.8453619264237154e+19,4.4109637433655035e+25,202873843.93098414,473372302.5056296,253874577.71872482,253874577.71872482,505832117.534587,61.66748649215427,61.66748649215427,34.37455152428477,60.77554467378569,74.13902556786613,2029-01-01
FIL,8700001,0.748,3651693.792896555,1.858198149325419e+19,4.448108450521452e+25,203152954.68948683,474023560.9421359,254530812.1967331,254530812.1967331,506528033.69245374,61.75232768506642,61.75232768506642,34.463405501232785,60.932641962506175,74.24102491514492,2029-01-01
FIL,8720001,0.748,3663260.789773739,1.8788074678524183e+19,4.485582605365316e+25,203431452.64872056,474673389.51368123,255185653.67717478,255185653.67717478,507222421.9374765,61.8369826056139,61.83698260561389,34.552070866674065,61.08940577874352,74.34280031861809,2029-01-01
FIL,8740001,0.748,3674889.153725333,1.9106141204124176e+19,4.523654067448845e+25,203709339.1541115,475321791.35959345,255843130.79967722,255843130.79967722,507915285.62425125,61.92145166276538,61.92145166276538,34.64109309736208,61.24680054662339,74.44435226996353,2029-02-01
FIL,8760001,0.748,3686580.887342301,1.922309925813587e+19,4.562023134984125e+25,203986615.54813197,475968769.61230785,256503344.34622192,256503344.34622192,508606628.10000896,62.005735264591685,62.00573526459168,34.7304858391508,61.40485039254662,74.5456812597797,2029-02-01
FIL,8780001,0.748,3698255.1976902816,1.9271088457993986e+19,4.600561606438029e+25,204263283.17030692,476614327.39738274,257161728.161523,257161728.161523,509296452.70463187,62.08983381826771,62.08983381826771,34.819630835806976,61.56246221543525,74.64678777758792,2029-02-01
FIL,8800001,0.748,3709879.7296715924,1.9424891763509576e+19,4.639337307214797e+25,204539343.35722023,477258467.8335138,257816465.91643685,257816465.91643685,509984762.770669,62.173747730074346,62.17374773007434,34.90828215683888,61.7192012006103,74.7476723118347,2029-02-01
FIL,8820001,0.748,3721506.5576600004,1.9627224462237483e+19,4.678466430611968e+25,204814797.44252115,477901194.0325493,258470496.84355286,258470496.84355286,510671561.6233527,62.257477405400465,62.257477405400465,34.996837773571535,61.87577097686027,74.84833534989421,2029-03-01
FIL,8840001,0.748,3733190.4298872305,1.9918758440262414e+19,4.718177534429762e+25,205089646.75693104,478542509.09950566,259126895.2992909,259126895.2992909,511356852.5806146,62.34102324874493,62.34102324874493,35.085713953061344,62.032907520538586,74.94877737807047,2029-03-01
FIL,8860001,0.748,3744931.8535406045,2.008397515205496e+19,4.75826361936493e+25,205363892.6282495,479182416.13258207,259785678.45966855,259785678.45966855,512040638.953102,62.42438566371852,62.42438566371851,35.174913020936586,62.190614943446555,75.04899888159991,2029-03-01
FIL,8880001,0.748,3756680.6505102725,2.022399456322319e+19,4.798660141500244e+25,205637536.38136092,479820918.2231754,260444025.0022781,260444025.0022781,512722924.04419315,62.50756505304581,62.50756505304581,35.26405297088006,62.34821784355075,75.14900034465356,2029-03-01
FIL,8900001,0.748,3768421.633894509,2.028623239912556e+19,4.839264874753306e+25,205910579.3382409,480458018.4558953,261101085.06934616,261101085.06934616,513403711.1500138,62.59056181856726,62.590561818567245,35.35301873237117,62.50551277169317,75.24878225033942,2029-03-01
FIL,8920001,0.748,3780121.1056302083,2.0479352667918987e+19,4.880170567560846e+25,206183022.81796244,481093719.90857893,261754979.2459066,261754979.2459066,514083003.5594529,62.673376361240976,62.673376361240976,35.44155583311432,62.66204981095319,75.3483450807048,2029-04-01
FIL,8940001,0.748,3791828.6972420965,2.0672583661990285e+19,4.921420246735633e+25,206454868.13670257,481728025.6523059,262408486.1736985,262408486.1736985,514760804.5541783,62.7560090811448,62.7560090811448,35.53004050047534,62.81849414595333,75.44768931673867,2029-04-01
FIL,8960001,0.748,3803556.629175626,2.088682383788158e+19,4.963081271385295e+25,206726116.60774863,482360938.7514134,263062286.00270188,263062286.00270188,515437117.40865314,62.838460377478214,62.838460377478214,35.61856482658389,62.97500859916231,75.54681543837401,2029-04-01
FIL,8980001,0.748,3815293.143752758,2.1027947609276453e+19,5.005021625285895e+25,206996769.5415045,482992462.26351047,263715721.2435548,263715721.2435548,516111945.39015114,62.920730648564174,62.920730648564174,35.70703978755209,63.13143577288225,75.64572392449,2029-04-01
FIL,9000001,0.748,3827033.785403468,2.1191935154243613e+19,5.047324448005222e+25,207266828.24549708,483622599.23949313,264368543.54832816,264368543.54832816,516785291.7587726,63.00282029185114,63.00282029185114,35.79543175713519,63.287716214603975,75.74441525291448,2029-05-01
FIL,9020001,0.748,3838799.3914935053,2.1394973440566366e+19,5.090084458393629e+25,207536294.02438244,484251352.72355896,265021909.5065726,265021909.5065726,517457159.7674601,63.084729703914945,63.084729703914945,35.88389733725629,63.44412680262121,75.84288990042617,2029-05-01
FIL,9040001,0.748,3850560.442420773,2.158998528477006e+19,5.133151217765999e+25,207805168.1799524,484878725.75322217,265674178.73299718,265674178.73299718,518127552.66201454,63.16645928046075,63.16645928046074,35.9722144201754,63.600274841807014,75.94114834275707,2029-05-01
