coin,block,total_supply,total_supply_pct,date
FIL,2079793,20977518.84765625,99.89294690848641,2060-05-01
FIL,2084257,20977954.78515625,99.89502280134384,2060-06-01
FIL,2088577,20978376.66015625,99.89703172991557,2060-07-01
FIL,2093041,20978812.59765625,99.89910762277303,2060-08-01
FIL,2097505,20979248.53515625,99.90118351563049,2060-09-01
FIL,2101825,20979581.298828125,99.90276810454442,2060-10-01
FIL,2106289,20979799.267578125,99.90380605097313,2060-11-01
FIL,2110609,20980010.205078125,99.904810515259,2060-12-01
FIL,2115073,20980228.173828125,99.90584846168773,2061-01-01
FIL,2119537,20980446.142578125,99.90688640811646,2061-02-01
FIL,2123569,20980643.017578125,99.90782390811658,2061-03-01
FIL,2128033,20980860.986328125,99.90886185454532,2061-04-01
FIL,2132353,20981071.923828125,99.90986631883119,2061-05-01
FIL,2136817,20981289.892578125,99.9109042652599,2061-06-01
FIL,2141137,20981500.830078125,99.91190872954577,2061-07-01
FIL,2145601,20981718.798828125,99.9129466759745,2061-08-01
FIL,2150065,20981936.767578125,99.91398462240323,2061-09-01
FIL,2154385,20982147.705078125,99.91498908668909,2061-10-01
FIL,2158849,20982365.673828125,99.91602703311781,2061-11-01
FIL,2163169,20982576.611328125,99.91703149740367,2061-12-01
FIL,2167633,20982794.580078125,99.91806944383241,2062-01-01
FIL,2172097,20983012.548828125,99.91910739026113,2062-02-01
FIL,2176129,20983209.423828125,99.92004489026127,2062-03-01
FIL,2180593,20983427.392578125,99.92108283669,2062-04-01
FIL,2184913,20983638.330078125,99.92208730097586,2062-05-01
FIL,2189377,20983856.298828125,99.92312524740458,2062-06-01
FIL,2193697,20984067.236328125,99.92412971169044,2062-07-01
FIL,2198161,20984285.205078125,99.92516765811918,2062-08-01
FIL,2202625,20984503.173828125,99.9262056045479,2062-09-01
FIL,2206945,20984714.111328125,99.92721006883377,2062-10-01
FIL,2211409,20984932.080078125,99.92824801526248,2062-11-01
FIL,2215729,20985143.017578125,99.92925247954835,2062-12-01
FIL,2220193,20985360.986328125,99.93029042597709,2063-01-01
FIL,2224657,20985578.955078125,99.93132837240582,2063-02-01
FIL,2228689,20985775.830078125,99.93226587240595,2063-03-01
FIL,2233153,20985993.798828125,99.93330381883467,2063-04-01
FIL,2237473,20986204.736328125,99.93430828312054,2063-05-01
FIL,2241937,20986422.705078125,99.93534622954925,2063-06-01
FIL,2246257,20986633.642578125,99.93635069383512,2063-07-01
FIL,2250721,20986851.611328125,99.93738864026386,2063-08-01
FIL,2255185,20987069.580078125,99.93842658669259,2063-09-01
FIL,2259505,20987280.517578125,99.93943105097844,2063-10-01
FIL,2263969,20987498.486328125,99.94046899740717,2063-11-01
FIL,2268289,20987709.423828125,99.94147346169304,2063-12-01
FIL,2272753,20987927.392578125,99.94251140812176,2064-01-01
FIL,2277217,20988145.361328125,99.94354935455048,2064-02-01
FIL,2281393,20988349.267578125,99.94452033669349,2064-03-01
FIL,2285857,20988567.236328125,99.94555828312221,2064-04-01
FIL,2290177,20988778.173828125,99.94656274740808,2064-05-01
FIL,2294641,20988996.142578125,99.9476006938368,2064-06-01
FIL,2298961,20989207.080078125,99.94860515812267,2064-07-01
FIL,2303425,20989425.048828125,99.9496431045514,2064-08-01
FIL,2307889,20989643.017578125,99.95068105098012,2064-09-01
FIL,2312209,20989800.024414062,99.95142870257993,2064-10-01
FIL,2316673,20989909.008789062,99.9519476757943,2064-11-01
FIL,2320993,20990014.477539062,99.95244990793724,2064-12-01
FIL,2325457,20990123.461914062,99.95296888115159,2065-01-01
FIL,2329921,20990232.446289062,99.95348785436595,2065-02-01
FIL,2333953,20990330.883789062,99.95395660436603,2065-03-01
FIL,2338417,20990439.868164062,99.9544755775804,2065-04-01
FIL,2342737,20990545.336914062,99.95497780972332,2065-05-01
FIL,2347201,20990654.321289062,99.95549678293769,2065-06-01
FIL,2351521,20990759.790039062,99.95599901508062,2065-07-01
FIL,2355985,20990868.774414062,99.95651798829498,2065-08-01
FIL,2360449,20990977.758789062,99.95703696150933,2065-09-01
FIL,2364769,20991083.227539062,99.95753919365228,2065-10-01
FIL,2369233,20991192.211914062,99.95805816686664,2065-11-01
FIL,2373553,20991297.680664062,99.95856039900957,2065-12-01
FIL,2378017,20991406.665039062,99.95907937222394,2066-01-01
FIL,2382481,20991515.649414062,99.9595983454383,2066-02-01
FIL,2386513,20991614.086914062,99.96006709543836,2066-03-01
FIL,2390977,20991723.071289062,99.96058606865273,2066-04-01
FIL,2395297,20991828.540039062,99.96108830079567,2066-05-01
FIL,2399761,20991937.524414062,99.96160727401002,2066-06-01
FIL,2404081,20992042.993164062,99.96210950615296,2066-07-01
FIL,2408545,20992151.977539062,99.96262847936732,2066-08-01
FIL,2413009,20992260.961914062,99.96314745258168,2066-09-01
FIL,2417329,20992366.430664062,99.96364968472461,2066-10-01
FIL,2421793,20992475.415039062,99.96416865793898,2066-11-01
FIL,2426113,20992580.883789062,99.9646708900819,2066-12-01
FIL,2430577,20992689.868164062,99.96518986329626,2067-01-01
FIL,2435041,20992798.852539062,99.96570883651063,2067-02-01
FIL,2439073,20992897.290039062,99.96617758651071,2067-03-01
FIL,2443537,20993006.274414062,99.96669655972507,2067-04-01
FIL,2447857,20993111.743164062,99.967198791868,2067-05-01
FIL,2452321,20993220.727539062,99.96771776508237,2067-06-01
FIL,2456641,20993326.196289062,99.96821999722529,2067-07-01
FIL,2461105,20993435.180664062,99.96873897043966,2067-08-01
FIL,2465569,20993544.165039062,99.96925794365403,2067-09-01
FIL,2469889,20993649.633789062,99.96976017579695,2067-10-01
FIL,2474353,20993758.618164062,99.97027914901132,2067-11-01
FIL,2478673,20993864.086914062,99.97078138115425,2067-12-01
FIL,2483137,20993973.071289062,99.97130035436861,2068-01-01
FIL,2487601,20994082.055664062,99.97181932758298,2068-02-01
FIL,2491777,20994184.008789062,99.97230481865448,2068-03-01
FIL,2496241,20994292.993164062,99.97282379186883,2068-04-01
FIL,2500561,20994398.461914062,99.97332602401177,2068-05-01
FIL,2505025,20994507.446289062,99.97384499722614,2068-06-01
FIL,2509345,20994612.915039062,99.97434722936906,2068-07-01
FIL,2513809,20994721.899414062,99.97486620258343,2068-08-01
FIL,2518273,20994830.883789062,99.9753851757978,2068-09-01
FIL,2522593,20994904.69970703,99.97573668016912,2068-10-01
FIL,2527057,20994959.19189453,99.9759961667763,2068-11-01
FIL,2531377,20995011.92626953,99.97624728284778,2068-12-01
FIL,2535841,20995066.41845703,99.97650676945496,2069-01-01
FIL,2540305,20995120.91064453,99.97676625606213,2069-02-01
FIL,2544337,20995170.12939453,99.97700063106217,2069-03-01
FIL,2548801,20995224.62158203,99.97726011766936,2069-04-01
FIL,2553121,20995277.35595703,99.97751123374081,2069-05-01
FIL,2557585,20995331.84814453,99.977770720348,2069-06-01
FIL,2561905,20995384.58251953,99.97802183641946,2069-07-01
FIL,2566369,20995439.07470703,99.97828132302664,2069-08-01
FIL,2570833,20995493.56689453,99.97854080963383,2069-09-01
FIL,2575153,20995546.30126953,99.9787919257053,2069-10-01
FIL,2579617,20995600.79345703,99.97905141231247,2069-11-01
FIL,2583937,20995653.52783203,99.97930252838394,2069-12-01
FIL,2588401,20995708.02001953,99.97956201499112,2070-01-01
FIL,2592865,20995762.51220703,99.9798215015983,2070-02-01
FIL,2596897,20995811.73095703,99.98005587659834,2070-03-01
FIL,2601361,20995866.22314453,99.98031536320552,2070-04-01
FIL,2605681,20995918.95751953,99.98056647927699,2070-05-01
FIL,2610145,20995973.44970703,99.98082596588416,2070-06-01
FIL,2614465,20996026.18408203,99.98107708195563,2070-07-01
FIL,2618929,20996080.67626953,99.98133656856282,2070-08-01
FIL,2623393,20996135.16845703,99.98159605517,2070-09-01
FIL,2627713,20996187.90283203,99.98184717124147,2070-10-01
FIL,2632177,20996242.39501953,99.98210665784865,2070-11-01
FIL,2636497,20996295.12939453,99.9823577739201,2070-12-01
FIL,2640961,20996349.62158203,99.98261726052729,2071-01-01
FIL,2645425,20996404.11376953,99.98287674713447,2071-02-01
FIL,2649457,20996453.33251953,99.9831111221345,2071-03-01
FIL,2653921,20996507.82470703,99.98337060874168,2071-04-01
FIL,2658241,20996560.55908203,99.98362172481315,2071-05-01
FIL,2662705,20996615.05126953,99.98388121142034,2071-06-01
FIL,2667025,20996667.78564453,99.9841323274918,2071-07-01
FIL,2671489,20996722.27783203,99.98439181409898,2071-08-01
FIL,2675953,20996776.77001953,99.98465130070616,2071-09-01
FIL,2680273,20996829.50439453,99.98490241677763,2071-10-01
FIL,2684737,20996883.99658203,99.9851619033848,2071-11-01
FIL,2689057,20996936.73095703,99.98541301945629,2071-12-01
FIL,2693521,20996991.22314453,99.98567250606347,2072-01-01
FIL,2697985,20997045.71533203,99.98593199267064,2072-02-01
FIL,2702161,20997096.69189453,99.98617473820639,2072-03-01
FIL,2706625,20997151.18408203,99.98643422481356,2072-04-01
FIL,2710945,20997203.91845703,99.98668534088505,2072-05-01
FIL,2715409,20997258.41064453,99.98694482749222,2072-06-01
FIL,2719729,20997311.14501953,99.98719594356369,2072-07-01
FIL,2724193,20997365.63720703,99.98745543017087,2072-08-01
FIL,2728657,20997420.12939453,99.98771491677805,2072-09-01
FIL,2732977,20997454.693603516,99.98787950824943,2072-10-01
FIL,2737441,20997481.939697266,99.98800925155302,2072-11-01
FIL,2741761,20997508.306884766,99.98813480958876,2072-12-01
FIL,2746225,20997535.552978516,99.98826455289235,2073-01-01
FIL,2750689,20997562.799072266,99.98839429619593,2073-02-01
FIL,2754721,20997587.408447266,99.98851148369596,2073-03-01
FIL,2759185,20997614.654541016,99.98864122699955,2073-04-01
FIL,2763505,20997641.021728516,99.98876678503528,2073-05-01
FIL,2767969,20997668.267822266,99.98889652833887,2073-06-01
FIL,2772289,20997694.635009766,99.9890220863746,2073-07-01
FIL,2776753,20997721.881103516,99.98915182967819,2073-08-01
FIL,2781217,20997749.127197266,99.98928157298178,2073-09-01
FIL,2785537,20997775.494384766,99.98940713101751,2073-10-01
FIL,2790001,20997802.740478516,99.9895368743211,2073-11-01
FIL,2794321,20997829.107666016,99.98966243235684,2073-12-01
FIL,2798785,20997856.353759766,99.98979217566043,2074-01-01
FIL,2803249,20997883.599853516,99.98992191896401,2074-02-01
FIL,2807281,20997908.209228516,99.99003910646404,2074-03-01
FIL,2811745,20997935.455322266,99.99016884976763,2074-04-01
FIL,2816065,20997961.822509766,99.99029440780336,2074-05-01
FIL,2820529,20997989.068603516,99.99042415110695,2074-06-01
FIL,2824849,20998015.435791016,99.99054970914268,2074-07-01
FIL,2829313,20998042.681884766,99.99067945244627,2074-08-01
FIL,2833777,20998069.927978516,99.99080919574986,2074-09-01
FIL,2838097,20998096.295166016,99.9909347537856,2074-10-01
FIL,2842561,20998123.541259766,99.99106449708918,2074-11-01
FIL,2846881,20998149.908447266,99.99119005512492,2074-12-01
FIL,2851345,20998177.154541016,99.9913197984285,2075-01-01
FIL,2855809,20998204.400634766,99.99144954173211,2075-02-01
FIL,2859841,20998229.010009766,99.99156672923212,2075-03-01
FIL,2864305,20998256.256103516,99.99169647253571,2075-04-01
FIL,2868625,20998282.623291016,99.99182203057144,2075-05-01
FIL,2873089,20998309.869384766,99.99195177387503,2075-06-01
FIL,2877409,20998336.236572266,99.99207733191076,2075-07-01
FIL,2881873,20998363.482666016,99.99220707521435,2075-08-01
FIL,2886337,20998390.728759766,99.99233681851794,2075-09-01
FIL,2890657,20998417.095947266,99.99246237655368,2075-10-01
FIL,2895121,20998444.342041016,99.99259211985728,2075-11-01
FIL,2899441,20998470.709228516,99.99271767789301,2075-12-01
FIL,2903905,20998497.955322266,99.9928474211966,2076-01-01
FIL,2908369,20998525.201416016,99.99297716450019,2076-02-01
FIL,2912545,20998550.689697266,99.99309853726807,2076-03-01
FIL,2917009,20998577.935791016,99.99322828057166,2076-04-01
FIL,2921329,20998604.302978516,99.99335383860739,2076-05-01
FIL,2925793,20998631.549072266,99.99348358191098,2076-06-01
FIL,2930113,20998657.916259766,99.99360913994671,2076-07-01
FIL,2934577,20998685.162353516,99.9937388832503,2076-08-01
FIL,2939041,20998712.408447266,99.99386862655389,2076-09-01
FIL,2943361,20998728.518676758,99.99394534193245,2076-10-01
FIL,2947825,20998742.141723633,99.99401021358423,2076-11-01
FIL,2952145,20998755.325317383,99.9940729926021,2076-12-01
FIL,2956609,20998768.948364258,99.9941378642539,2077-01-01
FIL,2961073,20998782.571411133,99.99420273590569,2077-02-01
FIL,2965105,20998794.876098633,99.9942613296557,2077-03-01
FIL,2969569,20998808.499145508,99.99432620130749,2077-04-01
FIL,2973889,20998821.682739258,99.99438898032537,2077-05-01
FIL,2978353,20998835.305786133,99.99445385197716,2077-06-01
FIL,2982673,20998848.489379883,99.99451663099502,2077-07-01
FIL,2987137,20998862.112426758,99.99458150264682,2077-08-01
FIL,2991601,20998875.735473633,99.99464637429861,2077-09-01
FIL,2995921,20998888.919067383,99.99470915331649,2077-10-01
FIL,3000385,20998902.542114258,99.99477402496828,2077-11-01
FIL,3004705,20998915.725708008,99.99483680398615,2077-12-01
FIL,3009169,20998929.348754883,99.99490167563793,2078-01-01
FIL,3013633,20998942.971801758,99.99496654728974,2078-02-01
FIL,3017665,20998955.276489258,99.99502514103973,2078-03-01
FIL,3022129,20998968.899536133,99.99509001269153,2078-04-01
FIL,3026449,20998982.083129883,99.9951527917094,2078-05-01
FIL,3030913,20998995.706176758,99.9952176633612,2078-06-01
FIL,3035233,20999008.889770508,99.99528044237907,2078-07-01
FIL,3039697,20999022.512817383,99.99534531403086,2078-08-01
FIL,3044161,20999036.135864258,99.99541018568266,2078-09-01
FIL,3048481,20999049.319458008,99.99547296470053,2078-10-01
FIL,3052945,20999062.942504883,99.99553783635233,2078-11-01
FIL,3057265,20999076.126098633,99.99560061537018,2078-12-01
FIL,3061729,20999089.749145508,99.99566548702198,2079-01-01
FIL,3066193,20999103.372192383,99.99573035867377,2079-02-01
FIL,3070225,20999115.676879883,99.99578895242378,2079-03-01
FIL,3074689,20999129.299926758,99.99585382407558,2079-04-01
FIL,3079009,20999142.483520508,99.99591660309345,2079-05-01
FIL,3083473,20999156.106567383,99.99598147474525,2079-06-01
FIL,3087793,20999169.290161133,99.9960442537631,2079-07-01
FIL,3092257,20999182.913208008,99.9961091254149,2079-08-01
FIL,3096721,20999196.536254883,99.99617399706669,2079-09-01
FIL,3101041,20999209.719848633,99.99623677608457,2079-10-01
FIL,3105505,20999223.342895508,99.99630164773636,2079-11-01
FIL,3109825,20999236.526489258,99.99636442675423,2079-12-01
FIL,3114289,20999250.149536133,99.99642929840601,2080-01-01
FIL,3118753,20999263.772583008,99.99649417005782,2080-02-01
FIL,3122929,20999276.516723633,99.99655485644176,2080-03-01
FIL,3127393,20999290.139770508,99.99661972809355,2080-04-01
FIL,3131713,20999303.323364258,99.99668250711142,2080-05-01
FIL,3136177,20999316.946411133,99.99674737876322,2080-06-01
FIL,3140497,20999330.130004883,99.99681015778108,2080-07-01
FIL,3144961,20999343.753051758,99.99687502943287,2080-08-01
FIL,3149425,20999357.376098633,99.99693990108467,2080-09-01
FIL,3153745,20999364.84527588,99.99697546859537,2080-10-01
FIL,3158209,20999371.656799316,99.99700790442127,2080-11-01
FIL,3162529,20999378.24859619,99.9970392939302,2080-12-01
FIL,3166993,20999385.06011963,99.9970717297561,2081-01-01
FIL,3171457,20999391.871643066,99.997104165582,2081-02-01
FIL,3175489,20999398.023986816,99.997133462457,2081-03-01
FIL,3179953,20999404.835510254,99.9971658982829,2081-04-01
FIL,3184273,20999411.42730713,99.99719728779183,2081-05-01
FIL,3188737,20999418.238830566,99.99722972361774,2081-06-01
FIL,3193057,20999424.83062744,99.99726111312667,2081-07-01
FIL,3197521,20999431.64215088,99.99729354895256,2081-08-01
FIL,3201985,20999438.453674316,99.99732598477846,2081-09-01
FIL,3206305,20999445.04547119,99.99735737428739,2081-10-01
FIL,3210769,20999451.85699463,99.99738981011329,2081-11-01
FIL,3215089,20999458.448791504,99.99742119962222,2081-12-01
FIL,3219553,20999465.26031494,99.99745363544812,2082-01-01
FIL,3224017,20999472.07183838,99.99748607127403,2082-02-01
FIL,3228049,20999478.22418213,99.99751536814902,2082-03-01
FIL,3232513,20999485.035705566,99.99754780397492,2082-04-01
FIL,3236833,20999491.62750244,99.99757919348386,2082-05-01
FIL,3241297,20999498.43902588,99.99761162930976,2082-06-01
FIL,3245617,20999505.030822754,99.99764301881868,2082-07-01
FIL,3250081,20999511.84234619,99.99767545464458,2082-08-01
FIL,3254545,20999518.65386963,99.99770789047048,2082-09-01
FIL,3258865,20999525.245666504,99.99773927997941,2082-10-01
FIL,3263329,20999532.05718994,99.99777171580531,2082-11-01
FIL,3267649,20999538.648986816,99.99780310531425,2082-12-01
FIL,3272113,20999545.460510254,99.99783554114015,2083-01-01
FIL,3276577,20999552.27203369,99.99786797696603,2083-02-01
FIL,3280609,20999558.42437744,99.99789727384105,2083-03-01
FIL,3285073,20999565.23590088,99.99792970966695,2083-04-01
FIL,3289393,20999571.827697754,99.99796109917588,2083-05-01
FIL,3293857,20999578.63922119,99.99799353500177,2083-06-01
FIL,3298177,20999585.231018066,99.9980249245107,2083-07-01
FIL,3302641,20999592.042541504,99.9980573603366,2083-08-01
FIL,3307105,20999598.85406494,99.9980897961625,2083-09-01
FIL,3311425,20999605.445861816,99.99812118567144,2083-10-01
FIL,3315889,20999612.257385254,99.99815362149734,2083-11-01
FIL,3320209,20999618.84918213,99.99818501100627,2083-12-01
FIL,3324673,20999625.660705566,99.99821744683216,2084-01-01
FIL,3329137,20999632.472229004,99.99824988265806,2084-02-01
FIL,3333313,20999638.844299316,99.99828022585004,2084-03-01
FIL,3337777,20999645.655822754,99.99831266167593,2084-04-01
FIL,3342097,20999652.24761963,99.99834405118486,2084-05-01
FIL,3346561,20999659.059143066,99.99837648701076,2084-06-01
FIL,3350881,20999665.65093994,99.99840787651969,2084-07-01
FIL,3355345,20999672.46246338,99.9984403123456,2084-08-01
FIL,3359809,20999679.273986816,99.99847274817148,2084-09-01
FIL,3364129,20999682.71560669,99.99848913683755,2084-10-01
FIL,3368593,20999686.12136841,99.9985053547505,2084-11-01
FIL,3372913,20999689.417266846,99.99852104950496,2084-12-01
FIL,3377377,20999692.823028564,99.99853726741792,2085-01-01
FIL,3381841,20999696.228790283,99.99855348533086,2085-02-01
FIL,3385873,20999699.30496216,99.99856813376837,2085-03-01
FIL,3390337,20999702.710723877,99.99858435168132,2085-04-01
FIL,3394657,20999706.006622314,99.99860004643578,2085-05-01
FIL,3399121,20999709.412384033,99.99861626434873,2085-06-01
FIL,3403441,20999712.70828247,99.99863195910321,2085-07-01
FIL,3407905,20999716.11404419,99.99864817701615,2085-08-01
FIL,3412369,20999719.51980591,99.9986643949291,2085-09-01
FIL,3416689,20999722.815704346,99.99868008968356,2085-10-01
FIL,3421153,20999726.221466064,99.99869630759652,2085-11-01
FIL,3425473,20999729.517364502,99.99871200235097,2085-12-01
FIL,3429937,20999732.92312622,99.99872822026393,2086-01-01
FIL,3434401,20999736.32888794,99.99874443817689,2086-02-01
FIL,3438433,20999739.405059814,99.99875908661437,2086-03-01
FIL,3442897,20999742.810821533,99.99877530452733,2086-04-01
FIL,3447217,20999746.10671997,99.9987909992818,2086-05-01
FIL,3451681,20999749.51248169,99.99880721719474,2086-06-01
FIL,3456001,20999752.808380127,99.99882291194922,2086-07-01
FIL,3460465,20999756.214141846,99.99883912986216,2086-08-01
FIL,3464929,20999759.619903564,99.9988553477751,2086-09-01
FIL,3469249,20999762.915802002,99.99887104252957,2086-10-01
FIL,3473713,20999766.32156372,99.99888726044253,2086-11-01
FIL,3478033,20999769.61746216,99.99890295519698,2086-12-01
FIL,3482497,20999773.023223877,99.99891917310994,2087-01-01
FIL,3486961,20999776.428985596,99.9989353910229,2087-02-01
FIL,3490993,20999779.50515747,99.99895003946038,2087-03-01
FIL,3495457,20999782.91091919,99.99896625737334,2087-04-01
FIL,3499777,20999786.206817627,99.9989819521278,2087-05-01
FIL,3504241,20999789.612579346,99.99899817004075,2087-06-01
FIL,3508561,20999792.908477783,99.99901386479522,2087-07-01
FIL,3513025,20999796.314239502,99.99903008270817,2087-08-01
FIL,3517489,20999799.72000122,99.99904630062112,2087-09-01
FIL,3521809,20999803.01589966,99.99906199537558,2087-10-01
FIL,3526273,20999806.421661377,99.99907821328853,2087-11-01
FIL,3530593,20999809.717559814,99.99909390804301,2087-12-01
FIL,3535057,20999813.123321533,99.99911012595595,2088-01-01
FIL,3539521,20999816.529083252,99.9991263438689,2088-02-01
FIL,3543697,20999819.71511841,99.99914151546488,2088-03-01
FIL,3548161,20999823.120880127,99.99915773337783,2088-04-01
FIL,3552481,20999826.416778564,99.9991734281323,2088-05-01
FIL,3556945,20999829.822540283,99.99918964604525,2088-06-01
FIL,3561265,20999833.11843872,99.99920534079972,2088-07-01
FIL,3565729,20999836.52420044,99.99922155871266,2088-08-01
FIL,3570193,20999839.8563385,99.99923742603677,2088-09-01
FIL,3574513,20999841.50428772,99.99924527341399,2088-10-01
FIL,3578977,20999843.20716858,99.99925338237048,2088-11-01
FIL,3583297,20999844.855117798,99.9992612297477,2088-12-01
FIL,3587761,20999846.557998657,99.99926933870418,2089-01-01
FIL,3592225,20999848.260879517,99.99927744766066,2089-02-01
FIL,3596257,20999849.798965454,99.9992847718794,2089-03-01
FIL,3600721,20999851.501846313,99.99929288083588,2089-04-01
FIL,3605041,20999853.149795532,99.99930072821311,2089-05-01
FIL,3609505,20999854.85267639,99.9993088371696,2089-06-01
FIL,3613825,20999856.50062561,99.99931668454683,2089-07-01
FIL,3618289,20999858.20350647,99.99932479350329,2089-08-01
FIL,3622753,20999859.90638733,99.99933290245977,2089-09-01
FIL,3627073,20999861.554336548,99.999340749837,2089-10-01
FIL,3631537,20999863.257217407,99.99934885879348,2089-11-01
FIL,3635857,20999864.905166626,99.99935670617072,2089-12-01
FIL,3640321,20999866.608047485,99.9993648151272,2090-01-01
FIL,3644785,20999868.310928345,99.99937292408366,2090-02-01
FIL,3648817,20999869.849014282,99.99938024830242,2090-03-01
FIL,3653281,20999871.55189514,99.9993883572589,2090-04-01
FIL,3657601,20999873.19984436,99.99939620463611,2090-05-01
FIL,3662065,20999874.90272522,99.9994043135926,2090-06-01
FIL,3666385,20999876.55067444,99.99941216096983,2090-07-01
FIL,3670849,20999878.253555298,99.9994202699263,2090-08-01
FIL,3675313,20999879.956436157,99.99942837888278,2090-09-01
FIL,3679633,20999881.604385376,99.99943622626,2090-10-01
FIL,3684097,20999883.307266235,99.99944433521648,2090-11-01
FIL,3688417,20999884.955215454,99.99945218259371,2090-12-01
FIL,3692881,20999886.658096313,99.99946029155019,2091-01-01
FIL,3697345,20999888.360977173,99.99946840050666,2091-02-01
FIL,3701377,20999889.89906311,99.99947572472541,2091-03-01
FIL,3705841,20999891.60194397,99.9994838336819,2091-04-01
FIL,3710161,20999893.24989319,99.99949168105913,2091-05-01
FIL,3714625,20999894.952774048,99.9994997900156,2091-06-01
FIL,3718945,20999896.600723267,99.99950763739284,2091-07-01
FIL,3723409,20999898.303604126,99.99951574634932,2091-08-01
FIL,3727873,20999900.006484985,99.99952385530578,2091-09-01
FIL,3732193,20999901.654434204,99.99953170268302,2091-10-01
FIL,3736657,20999903.357315063,99.9995398116395,2091-11-01
FIL,3740977,20999905.005264282,99.99954765901671,2091-12-01
FIL,3745441,20999906.70814514,99.9995557679732,2092-01-01
FIL,3749905,20999908.411026,99.99956387692967,2092-02-01
FIL,3754081,20999910.00404358,99.99957146272766,2092-03-01
FIL,3758545,20999911.70692444,99.99957957168414,2092-04-01
FIL,3762865,20999913.354873657,99.99958741906137,2092-05-01
FIL,3767329,20999915.057754517,99.99959552801785,2092-06-01
FIL,3771649,20999916.705703735,99.99960337539508,2092-07-01
FIL,3776113,20999918.408584595,99.99961148435156,2092-08-01
FIL,3780577,20999920.001411438,99.99961906924129,2092-09-01
FIL,3784897,20999920.825386047,99.9996229929299,2092-10-01
FIL,3789361,20999921.676826477,99.99962704740814,2092-11-01
FIL,3793681,20999922.500801086,99.99963097109675,2092-12-01
FIL,3798145,20999923.352241516,99.99963502557499,2093-01-01
FIL,3802609,20999924.203681946,99.99963908005323,2093-02-01
FIL,3806641,20999924.972724915,99.9996427421626,2093-03-01
FIL,3811105,20999925.824165344,99.99964679664085,2093-04-01
FIL,3815425,20999926.648139954,99.99965072032946,2093-05-01
FIL,3819889,20999927.499580383,99.9996547748077,2093-06-01
FIL,3824209,20999928.323554993,99.99965869849632,2093-07-01
FIL,3828673,20999929.174995422,99.99966275297454,2093-08-01
FIL,3833137,20999930.026435852,99.9996668074528,2093-09-01
FIL,3837457,20999930.85041046,99.9996707311414,2093-10-01
FIL,3841921,20999931.70185089,99.99967478561965,2093-11-01
FIL,3846241,20999932.5258255,99.99967870930826,2093-12-01
FIL,3850705,20999933.37726593,99.9996827637865,2094-01-01
FIL,3855169,20999934.22870636,99.99968681826473,2094-02-01
FIL,3859201,20999934.99774933,99.9996904803741,2094-03-01
FIL,3863665,20999935.84918976,99.99969453485235,2094-04-01
FIL,3867985,20999936.673164368,99.99969845854096,2094-05-01
FIL,3872449,20999937.524604797,99.9997025130192,2094-06-01
FIL,3876769,20999938.348579407,99.99970643670781,2094-07-01
FIL,3881233,20999939.200019836,99.99971049118605,2094-08-01
FIL,3885697,20999940.051460266,99.99971454566429,2094-09-01
FIL,3890017,20999940.875434875,99.9997184693529,2094-10-01
FIL,3894481,20999941.726875305,99.99972252383115,2094-11-01
FIL,3898801,20999942.550849915,99.99972644751976,2094-12-01
FIL,3903265,20999943.402290344,99.999730501998,2095-01-01
FIL,3907729,20999944.253730774,99.99973455647624,2095-02-01
FIL,3911761,20999945.022773743,99.9997382185856,2095-03-01
FIL,3916225,20999945.874214172,99.99974227306384,2095-04-01
FIL,3920545,20999946.69818878,99.99974619675247,2095-05-01
FIL,3925009,20999947.54962921,99.99975025123071,2095-06-01
FIL,3929329,20999948.37360382,99.99975417491932,2095-07-01
FIL,3933793,20999949.22504425,99.99975822939756,2095-08-01
FIL,3938257,20999950.07648468,99.9997622838758,2095-09-01
FIL,3942577,20999950.90045929,99.9997662075644,2095-10-01
FIL,3947041,20999951.75189972,99.99977026204265,2095-11-01
FIL,3951361,20999952.57587433,99.99977418573125,2095-12-01
FIL,3955825,20999953.42731476,99.99977824020951,2096-01-01
FIL,3960289,20999954.278755188,99.99978229468773,2096-02-01
FIL,3964465,20999955.075263977,99.99978608758674,2096-03-01
FIL,3968929,20999955.926704407,99.99979014206497,2096-04-01
FIL,3973249,20999956.750679016,99.99979406575359,2096-05-01
FIL,3977713,20999957.602119446,99.99979812023183,2096-06-01
FIL,3982033,20999958.426094055,99.99980204392044,2096-07-01
FIL,3986497,20999959.277534485,99.99980609839868,2096-08-01
FIL,3990961,20999960.037326813,99.99980971645739,2096-09-01
FIL,3995281,20999960.449314117,99.9998116783017,2096-10-01
FIL,3999745,20999960.875034332,99.9998137055408,2096-11-01
FIL,4004065,20999961.287021637,99.99981566738512,2096-12-01
FIL,4008529,20999961.71274185,99.99981769462424,2097-01-01
FIL,4012993,20999962.138462067,99.99981972186336,2097-02-01
FIL,4017025,20999962.52298355,99.99982155291805,2097-03-01
FIL,4021489,20999962.948703766,99.99982358015717,2097-04-01
FIL,4025809,20999963.36069107,99.99982554200147,2097-05-01
FIL,4030273,20999963.786411285,99.99982756924058,2097-06-01
FIL,4034593,20999964.19839859,99.9998295310849,2097-07-01
FIL,4039057,20999964.624118805,99.99983155832402,2097-08-01
FIL,4043521,20999965.04983902,99.99983358556314,2097-09-01
FIL,4047841,20999965.461826324,99.99983554740744,2097-10-01
FIL,4052305,20999965.88754654,99.99983757464656,2097-11-01
