coin,layer,simple,baseline,vault1,vault2,comfund,simple_pct,baseline_pct,vault1_pct,vault2_pct,comfund_pct,total_authorized,total_issued,total_authorized_pct,total_issued_pct,date
SMH,22001,30616.471195429647,14941.566921690417,1500000,0.0,2397.791479848425,2.3872516964037938,0.4994908369497246,100.0,0.0,1.0659698017874923,1547955.8295969686,47955.82959696849,25.80443272012291,0.7994239594645575,2021-09-01
SMH,24001,33363.15428313013,16330.977328243502,1500000,0.0,2615.480611124928,2.601418241553367,0.545938292592974,100.0,0.0,1.1627463739241046,1552309.6122224985,52309.61222249855,25.877010301918496,0.8720015412601451,2021-09-01
SMH,26001,36103.81103706179,17729.164948591202,1500000,0.0,2833.3145255606837,2.8151148966421,0.5926791671184153,100.0,0.0,1.2595873113221951,1556666.2905112137,56666.29051121367,25.949636154436295,0.9446273937779394,2021-09-01
SMH,28001,38838.45467924467,19128.552684827322,1500000,0.0,3050.895124424842,3.0283426926277937,0.6394601610565451,100.0,0.0,1.3563156339445994,1561017.9024884969,61017.90248849684,26.022177551512925,1.0171687908545737,2021-10-01
SMH,30001,41567.09840268901,20533.344607813182,1500000,0.0,3268.4443689737996,3.2411026582062714,0.686421814879733,100.0,0.0,1.4530300175929767,1565368.8873794759,65368.887379475986,26.094708495057205,1.0896997343988575,2021-10-01
SMH,32001,44289.75537145929,21943.880423465187,1500000,0.0,3485.980831311815,3.453395819816376,0.7335754848261427,100.0,0.0,1.5497387187410288,1569719.6166262364,69719.61662623628,26.167235177010873,1.16222641635252,2021-10-01
SMH,34001,47006.438720737155,23355.946183842927,1500000,0.0,3703.2834160305315,3.665223201644875,0.7807803002364484,100.0,0.0,1.6463434465112528,1574065.6683206107,74065.66832061061,26.23968388413894,1.2346751234805895,2021-10-01
SMH,36001,49717.16155688559,24777.037996549378,1500000,0.0,3920.7473449176305,3.876585825631465,0.828286853105459,100.0,0.0,1.743019901957814,1578414.9468983526,78414.9468983526,26.312186383431595,1.3071776227732443,2021-11-01
SMH,38001,52421.93695751128,26208.61869540208,1500000,0.0,4138.4502975217565,4.087484711473632,0.8761440454052148,100.0,0.0,1.8398026185477663,1582769.005950435,82769.00595043512,26.384768573259425,1.3797598126010757,2021-11-01
SMH,40001,55120.77797152839,27644.828326393927,1500000,0.0,4356.084541995912,4.297920876631629,0.9241559811264927,100.0,0.0,1.9365547900330664,1587121.6908399183,87121.69083991823,26.457327855788705,1.4523190951303493,2021-11-01
SMH,42001,57813.697619220955,29085.22875424464,1500000,0.0,4573.62770386661,4.507895336333336,0.9723080135753422,100.0,0.0,2.0332664695466627,1591472.5540773321,91472.55407733221,26.529856771367342,1.5248480107089912,2021-11-01
SMH,44001,60500.70889230635,30530.82877959738,1500000,0.0,4791.133561679144,4.717409103579208,1.0206338665693664,100.0,0.0,2.1299615650495882,1595822.6712335828,95822.67123358288,26.602373249768636,1.5973644891102832,2021-11-01
SMH,46001,63181.82475399727,31990.4978852951,1500000,0.0,5009.069612594336,4.926463189147118,1.0694300435095638,100.0,0.0,2.226847908565623,1600181.3922518867,100181.3922518867,26.6750331546006,1.6700243939422519,2021-12-01
SMH,48001,65857.05813906465,33450.5652695722,1500000,0.0,5226.717021507204,5.1350586015972475,1.1182395347495266,100.0,0.0,2.323605932475641,1604534.340430144,104534.34043014408,26.747596826155284,1.7425880654969301,2021-12-01
SMH,50001,68526.42195390028,34913.71045592179,1500000,0.0,5444.2174952537935,5.343196347276982,1.1671519157293146,100.0,0.0,2.4202986344210973,1608884.349905076,108884.34990507587,26.820111509508358,1.8151027488500078,2021-12-01
SMH,52001,71189.9290765785,36379.5018987457,1500000,0.0,5661.548998701274,5.5508774303257145,1.216152760045516,100.0,0.0,2.5169162183933,1613230.9799740254,113230.97997402547,26.89256985814398,1.887561097485625,2021-12-01
SMH,54001,73847.59235691871,37853.39249833744,1500000,0.0,5878.99920290822,5.758102852679723,1.2654243560582266,100.0,0.0,2.6135865723524274,1617579.9840581643,117579.98405816438,26.96506778162667,1.9600590209683133,2022-01-01
SMH,56001,76499.4246165474,39331.45279358512,1500000,0.0,6096.361968954345,5.964873614077004,1.3148353433934088,100.0,0.0,2.710218054524854,1621927.2393790868,121927.23937908687,27.037536553216324,2.0325277925579703,2022-01-01
SMH,58001,79145.43864895974,40807.93996001349,1500000,0.0,6313.335716261749,6.171190712062076,1.3641937416370515,100.0,0.0,2.8066765932902786,1626266.714325235,126266.71432523498,27.10987562591305,2.1048668652546976,2022-01-01
SMH,60001,81785.64721958157,42285.908584407895,1500000,0.0,6530.081884420499,6.377055141990816,1.413601664450857,100.0,0.0,2.9030339587460046,1630601.63768841,130601.63768840997,27.182138823695034,2.17713006303668,2022-01-01
SMH,62001,84420.06306583085,43763.914525258784,1500000,0.0,6746.52513637314,6.582467897035245,1.4630108347394546,100.0,0.0,2.999256658810308,1634930.502727463,134930.5027274628,27.254301029178517,2.249292268520162,2022-02-01
SMH,64001,87048.69889717911,45245.43828972898,1500000,0.0,6962.849325626743,6.787429968188327,1.5125376045189929,100.0,0.0,3.0954264279826798,1639256.9865125348,139256.98651253484,27.32642353914423,2.3214147784858774,2022-02-01
SMH,66001,89671.56739521274,46726.16529879192,1500000,0.0,7178.828036526562,6.9919423442687405,1.5620377390716302,100.0,0.0,3.191442610199972,1643576.5607305313,143576.56073053123,27.398430866586445,2.3934221059280865,2022-02-01
SMH,68001,92288.68121369423,48216.46469806865,1500000,0.0,7395.007679566468,7.196006011925658,1.6118578749483958,100.0,0.0,3.287548119448136,1647900.1535913295,147900.15359132938,27.470505184827626,2.465496424169271,2022-02-01
SMH,70001,94900.05297862332,49716.01396693127,1500000,0.0,7611.3719445028755,7.399621955643513,1.661987230408713,100.0,0.0,3.3837357047934375,1652227.4388900574,152227.43889005747,27.542641056030664,2.537632295372314,2022-03-01
SMH,72001,97505.69528829759,51221.36506946931,1500000,0.0,7827.740018829838,7.602791157746724,1.7123105389379132,100.0,0.0,3.4799249836535138,1656554.8003765969,156554.80037659674,27.614778197284966,2.609769436626614,2022-03-01
SMH,74001,100105.62071337382,52728.24200653439,1500000,0.0,8043.887511574117,7.805514598404481,1.7626848555286474,100.0,0.0,3.576016200064061,1660877.7502314823,160877.75023148232,27.686841796613837,2.681833035955481,2022-03-01
SMH,76001,102699.84179692772,54241.60845048685,1500000,0.0,8260.076328811294,8.007793255635399,1.81327611383932,100.0,0.0,3.6721257878225235,1665201.5265762259,165201.52657622588,27.758919173533457,2.7539104128751077,2022-03-01
SMH,78001,105288.37105451536,55762.75938887186,1500000,0.0,8476.375286494065,8.209628105312307,1.8641276048056254,100.0,0.0,3.768284339967567,1669527.5057298813,169527.5057298813,27.83103327129051,2.8260245106321604,2022-03-01
SMH,80001,107871.22097423316,57290.22430891931,1500000,0.0,8692.707646481711,8.411020121166935,1.9151901697510916,100.0,0.0,3.864457741547436,1673854.152929634,173854.15292963418,27.90315850537991,2.8981497447215596,2022-04-01
SMH,82001,110448.40401677797,58824.106585145215,1500000,0.0,8909.07950536438,8.611970274794587,1.96646726444604,100.0,0.0,3.9606487028816257,1678181.5901072875,178181.59010728757,27.97529690840553,2.9702881477471745,2022-04-01
SMH,84001,113019.93261550766,60370.55978055603,1500000,0.0,9125.81538926651,8.812479535658873,2.018164600135645,100.0,0.0,4.05700149633554,1682516.30778533,182516.3077853302,28.047556677415148,3.0425479167567984,2022-04-01
SMH,86001,115585.81917650036,61921.14571884253,1500000,0.0,9342.471836596995,9.012548871096326,2.0700000918304857,100.0,0.0,4.15331897521467,1686849.43673194,186849.43673193987,28.11978996226251,3.1147812016041567,2022-04-01
SMH,88001,118146.07607861528,63475.56537412276,1500000,0.0,9559.033760670425,9.21217924632114,2.1219637432103093,100.0,0.0,4.249594432534198,1691180.6752134084,191180.67521340845,28.191991733044926,3.186982972386572,2022-05-01
SMH,90001,120700.71567355136,65037.974928942574,1500000,0.0,9775.720558025996,9.411371624429753,2.174194493859513,100.0,0.0,4.345925403916949,1695514.4111605198,195514.41116051993,28.26423513659419,3.2592263759358397,2022-05-01
SMH,92001,123249.75028590792,66610.75473825111,1500000,0.0,9992.658159166267,9.610126966405565,2.2267719181287653,100.0,0.0,4.44236787342742,1699853.1631833252,199853.1631833253,28.33656215815457,3.3315533974962217,2022-05-01
SMH,94001,125793.1922132435,68190.17511209629,1500000,0.0,10209.650911859992,9.80844623112353,2.2795713339170875,100.0,0.0,4.538834861287796,1704193.0182371999,204193.01823719978,28.40890756724932,3.403898806590967,2022-05-01
SMH,96001,128331.05372613504,69765.68809329995,1500000,0.0,10426.144306286053,10.006330375354777,2.3322401270718514,100.0,0.0,4.635079852849463,1708522.886125721,208522.88612572104,28.4810864902393,3.476077729580946,2022-05-01
SMH,98001,130863.34706823748,71340.57830952003,1500000,0.0,10642.311861987238,10.203780353771249,2.3848881014326757,100.0,0.0,4.731179988511905,1712846.2372397447,212846.23723974475,28.55315677856034,3.548148017901989,2022-06-01
